Date,Open,High,Low,Close,Adj_Close,Volume,day_of_week,month,year,Returns,Adj_Close_Lag_1,Adj_Close_Lag_2,Adj_Close_Lag_3,Rolling_Mean,Rolling_Std,30-Day MA,EMA,ROC,RSI,ATR
27/01/2016,30.09950066,30.16950035,28.93899918,29.16749954,29.16749954,103058000,2,1,2016,0.895000458,30.0625,29.82649994,29.81900024,29.27699988,0.616608078,99.54063482,29.51166224,2.02529161,34.68183126,1.177000454
28/01/2016,30.4185009,31.90299988,29.87750053,31.76749992,31.76749992,280304000,3,1,2016,-2.600000381,29.16749954,30.0625,29.82649994,29.71178545,1.068858137,99.54063482,29.97110639,10.49181083,57.28176159,1.274393354
29/01/2016,28.59900093,29.64999962,28.5,29.35000038,29.35000038,293552000,4,1,2016,2.417499542,31.76749992,29.16749954,30.0625,29.82057135,0.969623796,99.54063482,29.84506879,-1.572822224,45.74616916,1.443000385
01/02/2016,28.90749931,29.09000015,28.51549911,28.7404995,28.7404995,127102000,0,2,2016,0.609500885,29.35000038,31.76749992,29.16749954,29.81907136,0.971560364,99.54063482,29.62157826,-3.64105894,40.94953542,1.426607541
02/02/2016,28.5,28.57799911,27.50449944,27.60499954,27.60499954,126240000,1,2,2016,1.135499954,28.7404995,29.35000038,31.76749992,29.50278555,1.282278846,99.54063482,29.21450796,-8.174637697,37.33492366,1.465786116
03/02/2016,27.67499924,27.79999924,26.09499931,26.55349922,26.55349922,200974000,2,2,2016,1.05150032,27.60499954,28.7404995,29.35000038,29.03521402,1.679710843,99.54063482,28.67835006,-8.962030896,39.63135516,1.438571794
04/02/2016,26.25,26.94949913,25.96100044,26.81299973,26.81299973,123982000,3,2,2016,-0.259500504,26.55349922,27.60499954,28.7404995,28.57099969,1.793647419,99.54063482,28.3030647,-15.59612878,38.11379679,1.393571717
05/02/2016,26.4640007,26.47249985,24.95949936,25.10650063,25.10650063,194178000,4,2,2016,1.7064991,26.81299973,26.55349922,27.60499954,27.99085699,2.183041044,99.54063482,27.66071849,-14.45826133,36.38945942,1.427036013
08/02/2016,24.32349968,24.67499924,23.76049995,24.40500069,24.40500069,196510000,0,2,2016,0.701499939,25.10650063,26.81299973,26.55349922,26.93907138,1.800257946,99.54063482,27.00710565,-15.08498073,33.37055693,1.460500308
09/02/2016,23.90049934,24.91900063,23.70000076,24.10350037,24.10350037,141558000,1,2,2016,0.30150032,24.40500069,25.10650063,26.81299973,26.18957138,1.719554429,99.54063482,26.42462415,-12.68429355,32.94936927,1.435893059
10/02/2016,24.58799934,25.2329998,24.29999924,24.52400017,24.52400017,135724000,2,2,2016,-0.420499802,24.10350037,24.40500069,25.10650063,25.58721433,1.382525451,99.54063482,26.04357804,-7.643056898,34.23937834,1.443035807
11/02/2016,24.55850029,25.46500015,24.20000076,25.19099998,25.19099998,147948000,3,2,2016,-0.666999817,24.52400017,24.10350037,24.40500069,25.24235725,1.058403165,99.54063482,25.87273197,-6.049303536,32.21231462,1.443821498
12/02/2016,25.53499985,25.83749962,25.07449913,25.35400009,25.35400009,107696000,4,2,2016,-0.163000107,25.19099998,24.52400017,24.10350037,25.07100024,0.895277595,99.54063482,25.7688248,0.985798338,33.01302958,1.448535919
16/02/2016,25.97400093,26.22249985,25.58300018,26.05500031,26.05500031,102370000,1,2,2016,-0.701000214,25.35400009,25.19099998,24.52400017,24.9627146,0.665926084,28.51531671,25.82613084,6.760907896,35.29843611,1.460142953
17/02/2016,26.43700027,26.87400055,25.96949959,26.70499992,26.70499992,96480000,2,2,2016,-0.649999619,26.05500031,25.35400009,25.19099998,25.19107165,0.940797573,28.34383335,26.00207891,10.79303636,40.80092822,1.436857224
18/02/2016,27.05949974,27.05999947,26.18650055,26.25,26.25,94700000,3,2,2016,0.454999924,26.70499992,26.05500031,25.35400009,25.45464298,0.942313927,28.16251666,26.05170244,7.038002856,25.45486943,1.303857122
19/02/2016,26.03549957,26.79750061,25.76749992,26.74500084,26.74500084,99494000,4,2,2016,-0.495000839,26.25,26.70499992,26.05500031,25.83200019,0.833704687,27.99960003,26.19045007,6.16887323,36.02018264,1.144035748
22/02/2016,27.11000061,28.03249931,27.05400085,27.97500038,27.97500038,111332000,0,2,2016,-1.229999542,26.74500084,26.25,26.70499992,26.32500022,0.944336063,27.91886673,26.5475412,10.33762042,46.14843213,1.176392691
23/02/2016,27.77750015,27.84550095,27.26650047,27.64699936,27.64699936,81016000,1,2,2016,0.328001022,27.97500038,26.74500084,26.25,26.67585727,0.908354198,27.82868334,26.76752206,6.1101479,50.23000992,1.138714109
24/02/2016,27.28750038,27.71349907,26.65749931,27.70199966,27.70199966,124634000,2,2,2016,-0.055000305,27.64699936,27.97500038,26.74500084,27.01128578,0.760342017,27.7225167,26.95447825,3.733382301,57.06030795,1.092356954
25/02/2016,27.77599907,27.96949959,27.26449966,27.75749969,27.75749969,90510000,3,2,2016,-0.055500031,27.70199966,27.64699936,27.97500038,27.25449998,0.670447757,27.61794999,27.11512425,5.74285598,55.95560817,1.072107043
26/02/2016,28.00600052,28.125,27.65850067,27.7614994,27.7614994,97540000,4,2,2016,-0.00399971,27.75749969,27.70199966,27.64699936,27.40542848,0.644546791,27.57364998,27.24442613,3.800704931,71.31843803,0.97303554
29/02/2016,27.70000076,28.2404995,27.62549973,27.62599945,27.62599945,82908000,0,2,2016,0.135499954,27.7614994,27.75749969,27.70199966,27.60199983,0.394925712,27.50618331,27.32075348,-1.247545759,78.4490203,0.92082119
01/03/2016,27.81450081,28.96249962,27.79999924,28.95199966,28.95199966,100770000,1,3,2016,-1.326000214,27.62599945,27.7614994,27.75749969,27.91728537,0.47046349,27.52094994,27.64704609,4.720224022,86.26130059,0.929214069
02/03/2016,29.08749962,29.25,28.68499947,29.01049995,29.01049995,91644000,2,3,2016,-0.05850029,28.95199966,27.62599945,27.7614994,28.06521388,0.62804227,27.5304999,27.91976586,4.723486773,85.47480557,0.888892719
03/03/2016,28.89800072,28.99349976,28.65550041,28.87450027,28.87450027,54826000,3,3,2016,0.13599968,29.01049995,28.95199966,27.62599945,28.24057116,0.662245223,27.54003328,28.11072899,4.024139754,81.79541966,0.82389273
04/03/2016,29.05349922,29.06999969,28.55349922,28.75699997,28.75699997,68330000,4,3,2016,0.117500305,28.87450027,29.01049995,28.95199966,28.39128549,0.638885516,27.54023329,28.23999198,3.585903449,79.6067418,0.806285586
07/03/2016,28.67700005,28.68149948,27.77750015,28.13999939,28.13999939,98538000,0,3,2016,0.61700058,28.75699997,28.87450027,29.01049995,28.4459283,0.590142303,27.4842666,28.21999238,1.860565949,68.40895588,0.814214161
08/03/2016,27.89349937,28.56749916,27.73699951,28.01300049,28.01300049,94600000,1,3,2016,0.126998901,28.13999939,28.75699997,28.87450027,28.48185703,0.547654863,27.42381662,28.17859219,-3.243296446,62.72373769,0.808928353
09/03/2016,27.97800064,28.01749992,27.50650024,27.9734993,27.9734993,87546000,2,3,2016,0.03950119,28.01300049,28.13999939,28.75699997,28.53149986,0.466947464,27.35418326,28.13757219,-3.574570096,68.24000807,0.783035551
10/03/2016,28.33699989,28.35000038,27.39500046,27.94650078,27.94650078,78398000,3,3,2016,0.02699852,27.9734993,28.01300049,28.13999939,28.38785716,0.470675202,27.3134833,28.09935684,-3.213906691,64.11370692,0.777678353
11/03/2016,28.34749985,28.50300026,28.1364994,28.48049927,28.48049927,75426000,4,3,2016,-0.533998489,27.94650078,27.9734993,28.01300049,28.31214278,0.389439922,27.20391661,28.17558702,-0.961507467,57.09870806,0.72546414
14/03/2016,28.35000038,28.84449959,28.15250015,28.6685009,28.6685009,69084000,0,3,2016,-0.188001633,28.48049927,27.94650078,27.9734993,28.2827143,0.345124042,27.18119996,28.27417156,1.878114862,64.93205088,0.724285534
15/03/2016,28.54999924,29.07600021,28.35000038,28.85099983,28.85099983,77536000,1,3,2016,-0.182498932,28.6685009,28.48049927,27.94650078,28.29614285,0.367741507,27.18488331,28.38953886,2.991465853,66.19223051,0.700714111
16/03/2016,28.83200073,29.06599998,28.55699921,28.71349907,28.71349907,70754000,2,3,2016,0.137500763,28.85099983,28.6685009,28.48049927,28.37807138,0.390346501,27.22183329,28.45433164,2.645360036,63.1680385,0.686714172
17/03/2016,28.47550011,28.56999969,27.75049973,27.97200012,27.97200012,118562000,3,3,2016,0.741498947,28.71349907,28.85099983,28.6685009,28.37221418,0.396988519,27.26911666,28.35786446,0.091243423,52.40985454,0.722178459
18/03/2016,28.04700089,28.11650085,27.30450058,27.60400009,27.60400009,145938000,4,3,2016,0.368000031,27.97200012,28.71349907,28.85099983,28.31942858,0.475617914,27.29548333,28.20709048,-3.077541471,49.76087645,0.736249924
21/03/2016,27.44549942,27.76199913,26.92900085,27.6989994,27.6989994,103114000,0,3,2016,-0.094999313,27.60400009,27.97200012,28.71349907,28.28407124,0.515490159,27.38189996,28.10547167,-3.381765579,31.4039602,0.700285503
22/03/2016,27.25550079,28.13800049,27.25250053,28.02400017,28.02400017,80012000,1,3,2016,-0.325000763,27.6989994,27.60400009,27.97200012,28.21885708,0.515374203,27.50253328,28.0891773,-2.866450623,36.43239834,0.723178319
23/03/2016,28.04999924,28.62400055,27.90500069,28.48150063,28.48150063,79674000,2,3,2016,-0.457500458,28.02400017,27.6989994,27.60400009,28.19214276,0.492522402,27.64846662,28.16764225,-0.807976914,45.03411972,0.749178341
24/03/2016,28.35549927,29.17749977,28.35400009,29.14749908,29.14749908,103710000,3,3,2016,-0.665998459,28.48150063,28.02400017,27.6989994,28.2344998,0.565909906,27.80258325,28.36361421,4.202412975,54.33358536,0.771106856
28/03/2016,29.21999931,29.23749924,28.77799988,28.99349976,28.99349976,62430000,0,3,2016,0.153999329,29.14749908,28.48150063,28.02400017,28.27449989,0.613319481,27.92933324,28.48959162,5.033689537,60.55660196,0.733963966
29/03/2016,29.00749969,29.79249954,28.82500076,29.69300079,29.69300079,87852000,1,3,2016,-0.699501038,28.99349976,29.14749908,28.48150063,28.52035713,0.791041817,28.0739666,28.73027391,7.198821009,68.20152852,0.743749619
30/03/2016,29.83550072,30.16200066,29.75,29.93449974,29.93449974,77810000,2,3,2016,-0.241498947,29.69300079,28.99349976,29.14749908,28.85328565,0.830530174,28.20328325,28.97111945,6.81736926,70.35501583,0.740749632
31/03/2016,29.9640007,30.03750038,29.61050034,29.68199921,29.68199921,53636000,3,3,2016,0.252500534,29.93449974,29.69300079,28.99349976,29.13657134,0.698965447,28.30251656,29.11329557,4.21501169,67.20871832,0.703035355
01/04/2016,29.52449989,29.95149994,29.41500092,29.92499924,29.92499924,58348000,4,4,2016,-0.243000031,29.68199921,29.93449974,29.69300079,29.40814263,0.547549592,28.42501653,29.27563647,2.6674678,65.20046533,0.70160675
04/04/2016,29.95000076,29.97500038,29.52750015,29.65950012,29.65950012,49416000,0,4,2016,0.265499115,29.92499924,29.68199921,29.93449974,29.57642828,0.366319101,28.52216651,29.35240926,2.297067866,60.26092263,0.684142521
05/04/2016,29.53849983,29.67350006,29.26250076,29.30699921,29.30699921,46178000,1,4,2016,0.352500916,29.65950012,29.92499924,29.68199921,29.59921401,0.339144893,28.56656647,29.34332724,-1.299974999,54.56090716,0.661642483
06/04/2016,29.37599945,30.11949921,29.375,30.10400009,30.10400009,56998000,2,4,2016,-0.797000885,29.30699921,29.65950012,29.92499924,29.75785691,0.25879908,28.64846649,29.49546189,0.56623746,62.28683685,0.683320999
07/04/2016,29.93799973,29.97999954,29.45400047,29.57150078,29.57150078,63780000,3,4,2016,0.532499313,30.10400009,29.30699921,29.65950012,29.74049977,0.267791954,28.7107832,29.51066967,-0.372274211,64.67566668,0.660963876
08/04/2016,29.7159996,29.89299965,29.45000076,29.72999954,29.72999954,51838000,4,4,2016,-0.158498764,29.57150078,30.10400009,29.30699921,29.71128545,0.253894701,28.77653319,29.55453566,-0.651628069,70.28626257,0.634606634
11/04/2016,29.80699921,30.20000076,29.74550056,29.79649925,29.79649925,54086000,0,4,2016,-0.06649971,29.72999954,29.57150078,30.10400009,29.7276426,0.255377475,28.84436652,29.60292839,0.461906403,70.12377,0.608678273
12/04/2016,29.92000008,30.20299911,29.6154995,30.15850067,30.15850067,52822000,1,4,2016,-0.362001419,29.79649925,29.72999954,29.57150078,29.76099995,0.297266988,28.92878323,29.71404287,2.905454287,70.33439025,0.587392535
13/04/2016,30.38400078,30.84049988,30.26449966,30.74099922,30.74099922,84566000,2,4,2016,-0.58249855,30.15850067,29.79649925,29.72999954,29.91549982,0.467833812,28.98841654,29.91943417,2.115994978,71.02447058,0.584749631
14/04/2016,30.75349998,31.21899986,30.75349998,31.03750038,31.03750038,70242000,3,4,2016,-0.29650116,30.74099922,30.15850067,29.79649925,30.16271428,0.543755184,29.05598323,30.14304745,4.957474476,68.88490614,0.560071128
15/04/2016,31.09600067,31.33849907,30.90550041,31.29450035,31.29450035,57754000,4,4,2016,-0.256999969,31.03750038,30.74099922,30.15850067,30.33278574,0.689086405,29.13664989,30.37333805,5.262364052,72.52790716,0.55817822
18/04/2016,31.26749992,31.88199997,31.24799919,31.76749992,31.76749992,87218000,0,4,2016,-0.472999573,31.29450035,31.03750038,30.74099922,30.64649991,0.778778358,29.23699989,30.65217045,6.614873293,71.25294134,0.534356935
19/04/2016,31.85700035,31.90049934,31.04000092,31.39500046,31.39500046,81118000,1,4,2016,0.372499466,31.76749992,31.29450035,31.03750038,30.88435718,0.702759083,29.34549993,30.80073646,4.100004174,64.57149447,0.562321118
20/04/2016,31.5,31.82749939,31.14999962,31.64949989,31.64949989,52188000,2,4,2016,-0.254499435,31.39500046,31.76749992,31.29450035,31.14907156,0.558974442,29.46671658,30.97048916,2.95533878,69.62203402,0.580213955
21/04/2016,31.54999924,31.89100075,31.42499924,31.54999924,31.54999924,51926000,3,4,2016,0.099500656,31.64949989,31.39500046,31.76749992,31.34785707,0.360003966,29.58593324,31.08639118,1.651224645,66.68378189,0.575178419
22/04/2016,31.2234993,31.41250038,30.57799911,31.02499962,31.02499962,101678000,4,4,2016,0.524999619,31.54999924,31.64949989,31.39500046,31.38842855,0.289267841,29.68854987,31.07411287,-0.861176019,63.31026072,0.612642697
25/04/2016,30.83049965,31.34900093,30.8125,31.30999947,31.30999947,53658000,0,4,2016,-0.284999847,31.02499962,31.54999924,31.64949989,31.42735699,0.249815892,29.78286654,31.12129019,-1.440152542,69.78467903,0.621607099
26/04/2016,31.30850029,31.33749962,30.74399948,30.84399986,30.84399986,50428000,1,4,2016,0.465999603,31.30999947,31.02499962,31.54999924,31.36299978,0.333693866,29.85538317,31.06583212,-1.755058408,57.82075911,0.605964252
27/04/2016,30.59000015,30.79750061,30.06399918,30.32850075,30.32850075,81376000,2,4,2016,0.515499115,30.84399986,31.30999947,31.02499962,31.15742847,0.461674581,29.9046332,30.91836584,-4.173838923,58.02927948,0.615250043
28/04/2016,30.77700043,31.34000015,29.95999908,30.10000038,30.10000038,157452000,3,4,2016,0.228500366,30.32850075,30.84399986,31.30999947,30.97242846,0.591748707,29.95084991,30.75469275,-4.59587604,53.86706685,0.68217877
29/04/2016,33.29999924,33.49900055,32.70000076,32.97949982,32.97949982,206214000,4,4,2016,-2.879499435,30.10000038,30.32850075,30.84399986,31.16242845,0.950281444,30.11776657,31.19965417,6.299758976,70.94906748,0.89139298
02/05/2016,33.19599915,34.27500153,33.10150146,34.19250107,34.19250107,131570000,0,5,2016,-1.213001251,32.97949982,30.10000038,30.32850075,31.53992871,1.497319426,30.33738327,31.79822355,9.206329132,73.87548135,0.941964558
03/05/2016,33.86800003,34.01499939,33.52149963,33.56600189,33.56600189,98468000,1,5,2016,0.626499176,34.19250107,32.97949982,30.10000038,31.90292903,1.651727818,30.53295002,32.15177922,8.825061735,66.63332025,0.941179003
04/05/2016,33.12950134,33.70000076,33.10699844,33.54499817,33.54499817,92710000,2,5,2016,0.021003723,33.56600189,34.19250107,32.97949982,32.22221456,1.732072532,30.71698329,32.43042301,10.60552728,65.25891444,0.949393409
05/05/2016,33.66550064,33.82450104,32.79999924,32.95449829,32.95449829,97682000,3,5,2016,0.590499878,33.54499817,33.56600189,34.19250107,32.52371434,1.633039111,30.86608321,32.53523807,9.483381639,59.70758899,0.991643633
06/05/2016,32.80250168,33.84749985,32.80049896,33.69749832,33.69749832,87306000,4,5,2016,-0.743000031,32.95449829,33.54499817,33.56600189,33.00499971,1.350201054,31.01774985,32.76769012,2.177105501,60.94103201,1.021143641
09/05/2016,33.69749832,34.34899902,33.57049942,33.98749924,33.98749924,79644000,0,5,2016,-0.290000916,33.69749832,32.95449829,33.54499817,33.56035669,0.466474715,31.1842165,33.01165195,-0.599552021,64.83546709,1.015286582
10/05/2016,34.70000076,35.22750092,34.67499924,35.1534996,35.1534996,122112000,1,5,2016,-1.166000366,33.98749924,33.69749832,32.95449829,33.87092808,0.686915747,31.36623313,33.44002148,4.729481087,68.15731301,1.05546529
11/05/2016,35.28950119,35.95000076,35.08250046,35.66149902,35.66149902,146764000,2,5,2016,-0.50799942,35.1534996,33.98749924,33.69749832,34.08078493,0.968295348,31.5571331,33.88431699,6.309437979,70.43996353,1.084143775
12/05/2016,35.86899948,36.12250137,35.57550049,35.89649963,35.89649963,100964000,3,5,2016,-0.23500061,35.66149902,35.1534996,33.98749924,34.41371318,1.146116998,31.76428312,34.28675352,8.927465127,74.93728257,1.053786686
13/05/2016,35.73199844,35.96250153,35.32550049,35.49599838,35.49599838,95268000,4,5,2016,0.400501251,35.89649963,35.66149902,35.1534996,34.6924275,1.136838367,31.94998309,34.52860249,5.337191633,71.17776353,1.060965266
16/05/2016,35.50650024,35.66249847,35.01399994,35.53300095,35.53300095,108658000,0,5,2016,-0.037002563,35.49599838,35.89649963,35.66149902,35.06078502,0.865136191,32.14576645,34.72948218,4.547265152,74.79901134,1.064893723
17/05/2016,35.49499893,35.7234993,34.69549942,34.76350021,34.76350021,102428000,1,5,2016,0.769500732,35.53300095,35.49599838,35.89649963,35.21307101,0.652974509,32.32764982,34.73628579,-1.109418391,72.84196037,1.08260795
18/05/2016,34.47800064,35.1269989,34.43799973,34.87250137,34.87250137,85664000,2,5,2016,-0.10900116,34.76350021,35.53300095,35.49599838,35.33949988,0.420381958,32.48659986,34.76352891,-2.212463502,74.88656077,1.033250672
19/05/2016,34.59400177,34.97000122,34.47800064,34.92599869,34.92599869,60512000,3,5,2016,-0.053497314,34.87250137,34.76350021,35.53300095,35.30699975,0.44521891,32.66508312,34.79602286,-2.703608864,64.3918407,0.825607845
20/05/2016,35.05250168,35.36199951,35,35.13999939,35.13999939,58324000,4,5,2016,-0.214000702,34.92599869,34.87250137,34.76350021,35.2324998,0.418864926,32.84541645,34.86481817,-1.002927116,58.21980595,0.764214924
23/05/2016,35.21250153,35.29999924,34.82099915,34.83750153,34.83750153,51902000,0,5,2016,0.302497864,35.13999939,34.92599869,34.87250137,35.08121436,0.318225241,33.01344986,34.85935484,-1.957333751,61.68763772,0.750500543
24/05/2016,34.90050125,35.375,34.90000153,35.20999908,35.20999908,60676000,1,5,2016,-0.372497559,34.83750153,35.13999939,34.92599869,35.04035732,0.270942324,33.18183314,34.92948369,1.284389857,64.37576248,0.746535982
25/05/2016,35.40000153,35.54299927,35.27600098,35.41749954,35.41749954,65354000,2,5,2016,-0.207500458,35.20999908,34.83750153,35.13999939,35.02385712,0.237378451,33.33771648,35.02708686,1.562830733,72.77182711,0.69714301
26/05/2016,35.41650009,35.75,35.36449814,35.74549866,35.74549866,48934000,3,5,2016,-0.327999115,35.41749954,35.20999908,34.83750153,35.16414261,0.329977736,33.49464976,35.17076922,2.34638951,70.50871543,0.649893079
27/05/2016,35.75,35.83000183,35.55500031,35.61199951,35.61199951,44984000,4,5,2016,0.133499146,35.74549866,35.41749954,35.20999908,35.2697852,0.339291058,33.6385664,35.25901528,1.343199005,66.79417822,0.613928931
31/05/2016,35.61650085,36.21149826,35.56600189,36.13949966,36.13949966,72366000,1,5,2016,-0.527500153,35.61199951,35.74549866,35.41749954,35.44314248,0.431770654,33.78429972,35.43511215,3.737346484,61.74369366,0.571464266
01/06/2016,36.04499817,36.32149887,35.9109993,35.97200012,35.97200012,65262000,2,6,2016,0.167499542,36.13949966,35.61199951,35.74549866,35.56199973,0.448601668,33.93686638,35.54248975,2.164160913,54.0246435,0.538821357
02/06/2016,36.04850006,36.41400146,35.77500153,36.41199875,36.41199875,60532000,3,6,2016,-0.439998627,35.97200012,36.13949966,35.61199951,35.7869279,0.418511775,34.09561634,35.71639155,2.807931727,56.34461045,0.545392718
03/06/2016,36.3370018,36.34999847,35.92150116,36.27700043,36.27700043,67346000,4,6,2016,0.134998322,36.41199875,35.97200012,36.13949966,35.93935667,0.36414172,34.25318305,35.82851332,1.486905457,60.28448027,0.534928186
06/06/2016,36.32500076,36.57500076,36.22100067,36.33649826,36.33649826,54096000,0,6,2016,-0.059497833,36.27700043,36.41199875,35.97200012,36.0706422,0.305595186,34.430233,35.93011031,2.034423112,60.5183889,0.513892582
07/06/2016,36.49449921,36.5,36.02750015,36.18700027,36.18700027,54650000,1,6,2016,0.149497986,36.33649826,36.27700043,36.41199875,36.13371386,0.270895166,34.5927997,35.9814883,0.131436823,72.24576322,0.474214009
08/06/2016,36.31999969,36.47100067,36.08000183,36.33200073,36.33200073,44468000,2,6,2016,-0.145000458,36.18700027,36.33649826,36.27700043,36.23657118,0.149097046,34.77573306,36.05159079,1.000780077,72.55456793,0.452928271
09/06/2016,36.15499878,36.44549942,36.11500168,36.38249969,36.38249969,43406000,3,6,2016,-0.050498962,36.33200073,36.18700027,36.33649826,36.27128547,0.15100566,34.97753302,36.11777257,-0.081014652,72.52911042,0.441392354
10/06/2016,36.11750031,36.24900055,35.71049881,35.89550018,35.89550018,68514000,4,6,2016,0.486999512,36.38249969,36.33200073,36.18700027,36.2603569,0.176834708,35.17071635,36.07331809,-1.05163117,60.77597933,0.458249501
13/06/2016,35.70050049,36.09949875,35.55799866,35.76200104,35.76200104,67044000,0,6,2016,0.133499146,35.89550018,36.38249969,36.33200073,36.16750009,0.242428575,35.26346639,36.01105468,-1.581047295,63.8543858,0.462713787
14/06/2016,35.61650085,36.04050064,35.61349869,35.96500015,35.96500015,50138000,1,6,2016,-0.202999115,35.76200104,35.89550018,36.38249969,36.12292862,0.247567928,35.32254969,36.00184378,-0.613480312,61.91985854,0.454821178
15/06/2016,36.09999847,36.12799835,35.66749954,35.71300125,35.71300125,54188000,2,6,2016,0.251998901,35.96500015,35.76200104,35.89550018,36.03385762,0.269144393,35.39411634,35.94407527,-1.703730785,54.60069939,0.463928223
16/06/2016,35.60250092,35.90000153,35.26499939,35.87549973,35.87549973,61960000,3,6,2016,-0.162498474,35.71300125,35.96500015,35.76200104,35.98935754,0.265328405,35.47179972,35.93036016,-1.393527036,52.13397338,0.481749671
17/06/2016,35.90950012,35.90999985,34.95899963,35.31949997,35.31949997,117956000,4,6,2016,0.555999756,35.87549973,35.71300125,35.96500015,35.84471457,0.318132223,35.55063311,35.80818812,-1.604658552,45.78347043,0.530035291
20/06/2016,35.67499924,36.06549835,35.54050064,35.70050049,35.70050049,73544000,0,6,2016,-0.381000519,35.31949997,35.87549973,35.71300125,35.74728612,0.213067831,35.61739985,35.7866506,-0.171971779,43.39252146,0.537214007
21/06/2016,35.7859993,35.91999817,35.63600159,35.79100037,35.79100037,42750000,1,6,2016,-0.090499878,35.70050049,35.31949997,35.87549973,35.73235757,0.204438621,35.67751656,35.78752055,-0.483803102,47.211087,0.528178079
22/06/2016,35.82899857,35.84999847,35.37850189,35.52999878,35.52999878,45210000,2,6,2016,0.261001587,35.79100037,35.70050049,35.31949997,35.69921439,0.217237179,35.69006653,35.7360162,-0.512425351,35.61639404,0.516213553
23/06/2016,35.77500153,36.10599899,35.625,36.10400009,36.10400009,56500000,3,6,2016,-0.574001312,35.52999878,35.79100037,35.70050049,35.71907152,0.249533299,35.70481656,35.80961298,0.636925947,47.5320876,0.522320884
